boletin,fecha,materia,articulo,sesion,tramite,quorum,resultado,SERGIO AGUIL?,JENNY ALVAREZ,PEDRO PABLO ALVAREZ-SALAMANCA,OSVALDO ANDRADE,CLAUDIO ARRIAGADA,PEPE AUTH,RAM?N BARROS,GERM?N BECKER,JAIME BELLOLIO,BERNARDO BERGER,GABRIEL BORIC,PEDRO BROWNE,CRISTI?N CAMPOS,KAROL CARIOLA,LAUTARO CARMONA,LORETO CARVAJAL,JUAN LUIS CASTRO,GUILLERMO CERONI,FUAD CHAHIN,MARCELO CH?VEZ,DANIELLA CICARDINI,JUAN ANTONIO COLOMA,ALDO CORNEJO,FELIPE DE MUSSY,ROJO EDWARDS,SERGIO ESPEJO,MARCOS ESPINOSA,FIDEL ESPINOZA,DANIEL FARCAS,RAM?N FAR?AS,MAYA FERN?NDEZ,IV?N FLORES,IV?N FUENTES,GONZALO FUENZALIDA,SERGIO GAHONA,REN? MANUEL GARC?A,CRISTINA GIRARDI,JOAQU?N GODOY,RODRIGO GONZ?LEZ,HUGO GUTI?RREZ,ROMILIO GUTI?RREZ,GUSTAVO HASB?N,JAVIER HERN?NDEZ,MARCELA HERNANDO,MAR?A JOS? HOFFMANN,MIGUEL ?NGEL ALVARADO,GIORGIO JACKSON,ENRIQUE JARAMILLO,CARLOS ABEL JARPA,TUCAPEL JIM?NEZ,JOS? ANTONIO KAST,FELIPE KAST,ISSA KORT,JOAQU?N LAV?N,LUIS LEMUS,ROBERTO LE?N,FELIPE LETELIER,PABLO LORENZINI,JAVIER MACAYA,ROSAURO MART?NEZ,PATRICIO MELERO,DANIEL MELO,FERNANDO MEZA,VLADO MIROSEVIC,ANDREA MOLINA,CRISTI?N MONCKEBERG,NICOL?S MONCKEBERG,MANUEL MONSALVE,CELSO MORALES,JUAN ENRIQUE MORANO,CLAUDIA NOGUEIRA,IV?N NORAMBUENA,DANIEL N??EZ,MARCO ANTONIO N??EZ,PAULINA N??EZ,SERGIO OJEDA,JOS? MIGUEL ORTIZ,CLEMIRA PACHECO,DENISE PASCAL,DIEGO PAULSEN,JOS? P?REZ,LEOPOLDO P?REZ,JAIME PILOWSKY,ROBERTO POBLETE,YASNA PROVOSTE,JORGE RATHGEB,RICARDO RINC?N,GASPAR RIVAS,ALBERTO ROBLES,LUIS ROCAFULL,KARLA RUBILAR,JORGE SABAG,MARCELA SABAT,REN? SAFFIRIO,RA?L SALD?VAR,DAVID SANDOVAL,ALEJANDRO SANTANA,MARCELO SCHILLING,ALEJANDRA SEP?LVEDA,GABRIEL SILBER,ERNESTO SILVA,LEONARDO SOTO,ARTURO SQUELLA,JORGE TARUD,GUILLERMO TEILLIER,V?CTOR TORRES,RENZO TRISOTTI,JOAQU?N TUMA,MARISOL TURRES,JORGE ULLOA,CHRISTIAN UR?ZAR,IGNACIO URRUTIA,OSVALDO URRUTIA,CAMILA VALLEJO,PATRICIO VALLESP?N,ENRIQUE VAN RYSSELBERGHE,MARIO VENEGAS,GERM?N VERDUGO,MAT?AS WALKER,FELIPE WARD
6191-19,05 de dic de 2017 13:29 hrs.,"Modifica la ley N? 19.132, de Televisi?n Nacional de Chile.",nuevo n?mero 28) del art?culo ?nico incorporado por el Senado.,96,TERCER TR?MITE / PRIMER INFORME,QUORUM CALIFICADO,RECHAZADO,10,10,-10,10,10,10,-10,-10,-10,-10,0,-10,10,0,10,10,10,10,-5,10,0,-10,-5,-10,-10,0,10,10,10,10,10,0,10,-10,0,-10,10,0,10,0,0,-10,-10,0,-10,10,10,0,10,10,0,-10,0,0,10,10,10,-5,-10,0,-10,10,0,0,-10,0,0,10,-10,-5,-10,0,10,10,0,10,10,0,10,-10,10,-10,10,10,-5,-10,0,10,10,-10,0,10,-10,10,10,-10,10,10,10,-5,-10,10,-10,10,10,10,-10,10,-10,-10,0,-10,-10,10,10,-10,10,-10,10,-10
6191-19,05 de dic de 2017 13:28 hrs.,"Modifica la ley N? 19.132, de Televisi?n Nacional de Chile.",inciso cuarto del art?culo 25 contenido en el nuevo n?mero 22) del art?culo ?nico incorporado por el Senado.,96,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,-5,-5,10,10,0,-5,10,0,10,10,10,10,-5,-5,0,10,-5,10,10,0,10,10,10,-10,10,0,-5,-5,0,10,-10,0,-10,0,0,10,10,0,10,-10,0,0,10,-10,0,-5,0,0,10,10,-5,10,10,0,10,10,0,0,10,0,0,10,10,-5,10,0,10,10,0,10,10,0,10,10,10,10,-5,-10,10,-5,0,-10,10,-10,0,10,-5,-10,10,10,10,10,-10,-5,10,10,10,-10,10,10,10,10,10,10,0,10,10,10,-5,10,10,10,10,10
6191-19,05 de dic de 2017 13:27 hrs.,"Modifica la ley N? 19.132, de Televisi?n Nacional de Chile.",nueva letra a) del n?mero 3) del art?culo ?nico.,96,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,RECHAZADO,-10,-5,10,-10,-10,-10,10,10,10,10,0,-5,-5,0,-10,-10,-10,-10,-5,-10,0,10,-5,10,10,0,10,-10,-5,-5,-10,0,-10,-5,0,10,-10,0,0,0,0,10,10,0,10,-10,-10,0,10,-10,0,-5,0,0,-10,10,-5,-5,10,0,10,-10,0,0,10,0,0,-10,10,-5,10,0,-10,-10,0,-10,10,0,-10,10,-10,10,-10,-10,-10,-5,0,-10,10,-10,0,10,-5,-10,-10,10,10,-10,-10,-10,10,-10,10,-10,-10,-10,10,-10,10,10,0,10,10,-10,-10,10,-10,10,10,10
6191-19,05 de dic de 2017 13:27 hrs.,"Modifica la ley N? 19.132, de Televisi?n Nacional de Chile.",resto del art?culo 3? propuesto por el n?mero 2) del art?culo ?nico.,96,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,-5,-5,10,10,0,-5,10,0,10,10,10,10,-5,-5,0,10,-5,10,-5,0,10,10,10,10,10,0,10,-10,0,10,-5,0,10,0,0,10,10,0,10,10,10,0,10,10,0,-5,0,0,10,10,10,10,10,0,10,10,0,0,10,0,0,10,10,10,10,0,10,10,0,10,10,0,10,10,10,10,-5,10,10,-10,0,10,10,10,0,10,-5,10,0,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10
6191-19,05 de dic de 2017 13:26 hrs.,"Modifica la ley N? 19.132, de Televisi?n Nacional de Chile.",inciso tercero del art?culo 3? propuesto por el n?mero 2) del art?culo ?nico.,96,TERCER TR?MITE / PRIMER INFORME,QUORUM CALIFICADO,APROBADO,10,10,10,10,10,10,-5,-5,10,10,0,-5,10,0,10,10,10,10,-5,-5,0,10,10,10,-5,0,10,10,10,10,10,0,10,-10,0,10,-5,0,10,0,0,10,10,0,10,10,10,0,10,10,0,-5,0,0,10,10,10,10,10,0,10,10,0,0,10,0,0,10,10,-5,10,0,10,10,0,10,10,0,10,10,10,10,10,10,10,-10,0,-10,10,10,0,10,-5,10,10,10,10,10,-10,-5,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10
6191-19,05 de dic de 2017 13:26 hrs.,"Modifica la ley N? 19.132, de Televisi?n Nacional de Chile.",inciso final del art?culo 2? propuesto por el n?mero 1) del art?culo ?nico.,96,TERCER TR?MITE / PRIMER INFORME,QUORUM CALIFICADO,RECHAZADO,10,10,-10,10,10,10,-10,-10,-10,-10,0,-10,10,0,10,10,10,10,-5,10,0,-10,-5,-10,-10,0,10,10,10,10,10,0,10,-10,0,-10,10,0,10,0,0,-10,-10,0,-10,10,10,0,10,10,0,-10,0,0,10,10,10,-5,-10,0,-10,10,0,0,-10,0,0,10,-10,-5,-10,0,10,10,0,10,10,0,10,-10,10,-10,10,10,10,-10,0,10,10,10,0,10,-10,-10,10,-10,-10,10,10,-5,-10,10,-10,0,10,10,-10,10,-10,-10,0,-10,-10,10,10,-10,10,-10,10,-10
6191-19,05 de dic de 2017 13:25 hrs.,"Modifica la ley N? 19.132, de Televisi?n Nacional de Chile.","letras a) y b) del art?culo 5? propuesto por el n?mero 4) que pasar?a a ser 7) y el inciso segundo del art?culo 12 propuesto por el nuevo n?mero 13) incorporado por el Senado, ambos numerales del art?culo ?nico.",96,TERCER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,10,10,10,10,-5,-5,10,10,0,-10,10,0,10,10,10,10,-5,10,0,10,-5,10,-5,0,10,10,10,10,10,0,10,-10,0,10,-5,0,10,0,0,10,10,0,10,10,10,0,10,10,0,-5,0,0,10,10,10,10,10,0,10,10,0,0,10,0,0,10,10,-5,10,0,10,10,0,10,10,0,10,10,10,10,10,10,10,-10,0,10,10,10,0,10,-5,10,10,10,10,10,10,-5,10,10,10,0,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
6191-19,05 de dic de 2017 13:24 hrs.,"Modifica la ley N? 19.132, de Televisi?n Nacional de Chile.","ordinal viii del n?mero 9) que pasar?a a ser 17), los ordinales i y ii del nuevo n?mero 20) y el nuevo n?mero 24), todos numerales del art?culo ?nico.",96,TERCER TR?MITE / PRIMER INFORME,QUORUM CALIFICADO,APROBADO,10,10,10,10,10,10,-5,-5,10,10,0,-10,10,0,10,10,10,10,-5,10,0,10,-5,10,-5,0,10,10,10,10,10,0,10,-10,0,10,-5,0,0,0,0,10,10,0,10,10,10,0,10,10,0,-5,0,0,10,10,10,10,10,0,10,10,0,0,10,0,0,10,10,-5,10,0,10,10,0,10,10,0,10,10,10,10,10,0,-5,-10,0,10,10,10,0,10,-5,10,10,10,10,10,10,-5,10,10,10,0,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
6191-19,05 de dic de 2017 13:21 hrs.,"Modifica la ley N? 19.132, de Televisi?n Nacional de Chile.","modificaciones introducidas por el Senado, con la salvedad de las normas que requieren quorum especial para su aprobaci?n, las que se votar?n a continuaci?n y de las solicitudes de votaci?n separada.",96,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,-10,-5,10,10,0,-10,10,0,10,10,10,10,-5,10,0,10,10,10,-5,0,10,10,10,10,10,0,10,-10,0,10,-10,0,10,0,0,10,10,0,10,10,10,0,10,10,0,-5,0,0,10,10,10,10,10,0,10,10,0,0,10,0,0,10,10,-5,10,0,10,10,0,10,10,0,10,10,10,10,10,0,10,-10,0,10,10,10,0,10,-10,10,10,10,10,10,10,-5,10,10,10,0,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
11175-01,29 de nov de 2017 13:36 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,"Indicaci?n parlamentaria para incorporar el siguiente art?culo s?ptimo transitorio: ?Art?culo s?ptimo: El Servicio Nacional Forestal continuar? administrando y supervigilando el Sistema Nacional de ?reas Silvestres Protegidas del Estado, de conformidad a la ley. El Servicio a que se refieren los art?culos 34 y 35 de la Ley N? 19.300, sobre Bases Generales del Medio Ambiente, s?lo podr? administrar y supervigilar aquellas ?reas Silvestres Protegidas que sean creadas con posterioridad a su entrada en vigencia.?",94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,0,10,10,0,10,10,-5,10,0,10,0,10,0,10,10,10,0,10,10,10,0,10,0,-5,10,0,0,0,10,10,0,10,10,10,10,0,0,10,10,0,10,10,0,10,10,10,-5,0,0,0,-5,10,10,0,10,10,0,0,-10,10,0,10,0,10,10,0,10,10,10,10,0,10,-5,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,-5,10,10,10,-5,10,-5,-5,0,-5,0,0,0,-5,10,10,10,-5
11175-01,29 de nov de 2017 13:35 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,"Declaraci?n de inadmisibilidad respecto de la siguiente indicaci?n: Para sustituir el art?culo s?ptimo transitorio por el siguiente: ?Art?culo s?ptimo: El Servicio Nacional Forestal continuar? administrando y supervigilando el Sistema Nacional de ?reas Silvestres Protegidas del Estado, de conformidad a la ley. El Servicio a que se refieren los art?culos 34 y 35 de la Ley N? 19.300, sobre Bases Generales del Medio Ambiente, s?lo podr? administrar y supervigilar aquellas ?reas Silvestres Protegidas que sean creadas con posterioridad a su entrada en vigencia.?",94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,RECHAZADO,-10,-10,0,10,10,0,-10,-10,10,-10,0,10,0,-10,0,-10,-10,-10,0,-5,-10,10,0,10,0,10,-10,0,0,0,-10,-10,0,-5,10,10,-10,0,0,-10,10,0,-10,-10,0,-10,-10,10,10,0,0,0,10,10,-10,0,-10,-10,0,0,10,-10,0,-10,0,10,10,0,10,-10,10,10,0,-10,10,-10,10,0,-10,10,-10,0,-5,-10,-10,-5,-10,-10,-10,-10,0,10,-5,-10,-10,-5,10,-10,-10,-10,0,-10,10,10,-10,-10,10,-10,10,10,0,10,0,0,0,10,-10,-5,10,10
11175-01,29 de nov de 2017 13:31 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,nuevo art?culo s?ptimo transitorio incorporado por la Comisi?n de Hacienda.,94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,0,10,10,0,10,10,10,10,0,10,0,0,0,10,10,10,0,10,10,10,0,10,0,10,10,0,0,0,10,10,0,10,10,10,10,0,0,10,10,0,10,10,0,10,10,10,10,0,0,0,10,10,10,0,10,10,0,0,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,0,0,0,10,10,10,10,10
11175-01,29 de nov de 2017 13:30 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,"inciso segundo del art?culo cuarto transitorio, en los t?rminos propuestos por la Comisi?n de Agricultura, Silvicultura y Desarrollo Rural.",94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,0,10,10,0,10,10,10,10,0,10,0,0,0,10,10,10,0,10,10,10,0,10,0,10,10,0,0,0,10,10,0,10,10,10,10,0,0,10,10,0,10,10,0,10,10,10,10,0,0,0,10,10,10,0,10,10,0,0,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,0,0,0,10,10,10,10,10
11175-01,29 de nov de 2017 13:30 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,inciso segundo del art?culo cuarto transitorio con la modificaci?n propuesta por la Comisi?n de Hacienda.,94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,RECHAZADO,10,-10,0,10,-10,0,-10,-10,-10,-10,0,-10,0,0,0,-10,-10,-10,0,-10,-10,-10,0,-10,0,-10,-10,0,0,0,-10,-10,0,-10,-10,-10,-10,0,0,-10,-10,0,-10,-10,0,-10,-10,-10,-10,0,0,0,-10,-10,-10,0,-10,-5,0,0,-10,-10,0,-10,0,-10,-10,0,-10,-10,-10,-10,0,-10,-10,-10,-10,0,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,-10,-5,-10,-10,-10,-10,-10,0,-10,0,0,0,-10,-10,-10,-10,-10
11175-01,29 de nov de 2017 13:29 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,inciso primero del art?culo tercero transitorio con la modificaci?n propuesta por la Comisi?n de Hacienda.,94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,0,10,10,0,10,10,10,10,0,10,0,0,0,10,10,10,0,10,10,10,0,10,0,10,10,0,0,0,10,10,0,10,10,10,10,0,0,10,10,0,10,10,0,10,10,10,10,0,0,0,10,10,10,0,10,10,0,0,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,0,0,0,10,10,10,10,10
11175-01,29 de nov de 2017 13:28 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,inciso primero del art?culo 22 que pasar?a a ser art?culo 23 con la modificaci?n propuesta por la Comisi?n de Hacienda.,94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,0,10,10,0,10,10,10,10,0,10,0,0,0,10,10,10,0,10,10,10,0,10,0,10,10,0,10,0,10,10,0,10,10,10,10,0,0,10,10,0,10,10,0,10,10,10,10,0,0,0,10,10,10,0,10,10,0,0,0,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,0,0,0,10,10,10,10,10
11175-01,29 de nov de 2017 13:28 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,"inciso primero del art?culo 20, de la Comisi?n de Agricultura, que pasar?a a ser art?culo 22, con la modificaci?n propuesta por la Comisi?n de Hacienda.",94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,0,10,10,0,10,10,10,10,0,10,0,0,0,10,10,10,0,10,10,10,0,10,0,10,10,0,10,0,10,10,0,10,10,10,10,0,0,10,10,0,10,10,0,10,10,10,10,0,0,0,10,10,10,0,10,10,0,0,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,0,0,0,10,10,10,10,10
11175-01,29 de nov de 2017 13:27 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,"inciso primero del art?culo 19, en los t?rminos propuestos por la Comisi?n de Agricultura, Silvicultura y Desarrollo Rural.",94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,0,10,10,0,10,10,10,10,0,10,0,0,0,10,10,10,0,10,10,10,0,10,0,10,10,0,10,0,10,10,0,10,10,10,10,0,0,10,10,0,10,10,0,10,10,10,10,0,0,0,10,10,10,0,10,10,0,0,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,0,0,0,10,10,10,10,10
11175-01,29 de nov de 2017 13:27 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,"inciso primero del art?culo 19 de la Comisi?n de Agricultura, que pasar?a a ser art?culo 21, con la modificaci?n propuesta por la Comisi?n de Hacienda.",94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,RECHAZADO,-10,-10,0,-10,-10,0,-10,-10,-10,-10,0,-10,0,0,0,-10,-10,-10,0,-10,-10,-10,0,-10,0,-10,-10,0,-10,0,-10,-10,0,-10,-10,-10,-10,0,0,-10,-10,0,-10,-10,0,-10,-10,-10,-10,0,0,0,-10,-10,-10,0,-10,-5,0,0,-10,-10,0,-10,0,-10,-10,0,-10,10,-10,-10,0,-10,-10,-10,-10,0,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,0,0,0,-10,-10,-10,-10,-10
11175-01,29 de nov de 2017 13:26 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,nuevo art?culo 20 incorporado por la Comisi?n de Hacienda.,94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,0,10,10,0,10,10,10,10,0,10,0,0,0,10,10,10,0,10,10,10,0,10,0,10,10,0,10,0,10,10,0,10,10,10,10,0,0,10,10,0,10,10,0,10,10,10,10,0,0,0,10,10,10,0,10,10,0,0,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,0,0,0,10,10,10,10,10
11175-01,29 de nov de 2017 13:25 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,nuevo art?culo 19 incorporado por la Comisi?n de Hacienda.,94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,RECHAZADO,-10,-10,0,-10,0,0,-10,-10,-10,-10,0,-10,0,0,0,-10,-10,-10,0,-10,-10,-10,0,-10,0,-10,-10,0,-10,0,-10,-10,0,-10,-10,-10,-10,0,0,-10,-10,0,-10,-10,0,-10,-10,-10,-10,0,0,0,-10,-10,-10,0,-10,-5,0,0,-10,-10,0,-10,0,-10,-10,0,-10,-10,-10,-10,0,-10,-10,-10,-10,0,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,0,0,0,-10,-10,-10,-10,-10
11175-01,29 de nov de 2017 13:25 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,"art?culo 14, en los t?rminos propuestos por la Comisi?n de Agricultura, Silvicultura y Desarrollo Rural.",94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,0,10,0,0,10,10,10,10,0,10,0,0,0,10,10,10,0,10,10,10,0,10,0,10,10,0,10,0,10,10,0,10,10,10,10,0,0,10,10,0,10,10,0,10,10,10,10,0,0,0,10,10,10,0,10,10,0,0,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,0,0,0,10,10,10,10,10
11175-01,29 de nov de 2017 13:24 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,art?culo 14 con la modificaci?n propuesta por la Comisi?n de Hacienda.,94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,RECHAZADO,-10,-10,0,-10,0,0,-10,-10,-10,-10,0,-10,0,0,0,-10,-10,-10,0,-10,-10,-10,0,-10,0,10,-10,0,-10,0,-10,-10,0,-10,-10,-10,-10,0,0,-10,-10,0,-10,-10,0,-10,-10,-10,-10,0,0,0,-10,-10,-10,0,-10,-5,0,0,-10,-10,0,-10,0,-10,-10,0,-10,-10,-10,-10,0,-10,-10,-10,-10,0,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,0,0,0,-10,-10,-10,-10,-10
11175-01,29 de nov de 2017 13:23 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,"inciso primero del art?culo 12, en los t?rminos propuestos por la Comisi?n de Agricultura, Silvicultura y Desarrollo Rural.",94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,0,10,0,0,10,10,10,10,0,10,0,0,0,10,10,10,0,10,10,10,0,10,0,10,10,0,10,0,10,10,0,10,10,10,10,0,0,10,10,0,10,10,0,10,10,10,10,0,0,0,10,10,10,0,10,10,0,0,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,0,0,0,10,10,10,10,10
11175-01,29 de nov de 2017 13:23 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,inciso primero del art?culo 12 con la modificaci?n propuesta por la Comisi?n de Hacienda.,94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,RECHAZADO,-10,-10,0,-10,0,0,-10,-10,-10,-10,0,-10,0,0,0,-10,-10,-10,0,-10,-10,-10,0,-10,0,-10,-10,0,-10,0,-10,-10,0,-10,-10,-10,-10,0,0,-10,-10,0,-10,-10,0,-10,-10,-10,-10,0,0,0,-10,-10,-10,0,-10,-5,0,0,-10,-10,0,-10,0,-10,-10,0,-10,-10,-10,-10,0,-10,-10,-10,-10,0,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,0,0,0,-10,-10,-10,-10,-10
11175-01,29 de nov de 2017 13:22 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,nuevo inciso tercero y final del art?culo 8 incorporados por la Comisi?n de Hacienda.,94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,0,10,0,0,10,10,10,10,0,10,0,0,0,10,10,10,0,10,10,10,0,10,0,10,10,0,10,0,10,10,0,10,10,10,10,0,0,10,10,0,10,10,0,10,10,10,10,0,0,0,10,10,10,0,10,10,0,0,10,10,0,10,0,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,0,0,0,10,10,10,10,10
11175-01,29 de nov de 2017 13:22 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,"literal h) del art?culo 7, en los t?rminos propuestos por la Comisi?n de Agricultura, Silvicultura y Desarrollo Rural.",94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,RECHAZADO,-10,-10,0,-10,0,0,-10,-10,-10,-10,0,-10,0,0,0,-10,-10,-10,0,-10,-10,-10,0,-10,0,10,-10,0,-10,0,-10,-10,0,-10,-10,-10,-10,0,0,-10,-10,0,-10,-10,0,-10,-10,-10,-10,0,0,0,-10,-10,-10,0,-10,-10,0,0,-10,-10,0,-10,0,-10,-10,0,-10,-10,-10,-10,0,-10,-10,-10,-10,0,-10,-10,0,0,-5,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,0,0,0,-10,-10,-10,-10,-10
11175-01,29 de nov de 2017 13:21 hrs.,Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones,inciso segundo del art?culo 6 con la modificaci?n propuesta por la Comisi?n de Hacienda.,94,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,0,10,0,0,-10,-10,-10,-10,0,10,0,0,0,10,0,10,0,10,10,-10,0,-10,0,10,10,0,10,0,10,10,0,-10,-10,-10,10,0,0,10,-10,0,-10,10,0,10,10,10,10,0,0,0,-10,-10,10,0,10,10,0,0,-10,10,0,10,0,-10,-10,0,-10,10,-10,-5,0,10,-10,10,10,0,10,-10,10,0,10,10,10,-10,10,10,10,10,0,10,-10,10,10,-10,-10,10,10,10,0,10,-10,10,10,10,-10,10,-10,-10,0,-10,0,0,0,-10,10,-10,10,-10
